,geo_value,signal,time_value,issue,lag,value,stderr,sample_size,geo_type,data_source
0,us,confirmed_7dav_incidence_num,2021-01-01,2022-02-19,414,206070.2857143,,,nation,jhu-csse
1,us,confirmed_7dav_incidence_num,2021-01-02,2022-02-19,413,213919.5714286,,,nation,jhu-csse
2,us,confirmed_7dav_incidence_num,2021-01-03,2022-02-19,412,223668.0,,,nation,jhu-csse
3,us,confirmed_7dav_incidence_num,2021-01-04,2022-02-19,411,225376.0,,,nation,jhu-csse
4,us,confirmed_7dav_incidence_num,2021-01-05,2022-02-19,410,229267.5714286,,,nation,jhu-csse
5,us,confirmed_7dav_incidence_num,2021-01-06,2022-02-19,409,235027.4285714,,,nation,jhu-csse
6,us,confirmed_7dav_incidence_num,2021-01-07,2022-02-19,408,231560.2857143,,,nation,jhu-csse
7,us,confirmed_7dav_incidence_num,2021-01-08,2022-02-19,407,250389.7142857,,,nation,jhu-csse
8,us,confirmed_7dav_incidence_num,2021-01-09,2022-02-19,406,247804.8571429,,,nation,jhu-csse
9,us,confirmed_7dav_incidence_num,2021-01-10,2022-02-19,405,249079.2857143,,,nation,jhu-csse
10,us,confirmed_7dav_incidence_num,2021-01-11,2022-02-19,404,251665.2857143,,,nation,jhu-csse
11,us,confirmed_7dav_incidence_num,2021-01-12,2022-02-19,403,250324.4285714,,,nation,jhu-csse
12,us,confirmed_7dav_incidence_num,2021-01-13,2022-02-19,402,245983.7142857,,,nation,jhu-csse
13,us,confirmed_7dav_incidence_num,2021-01-14,2022-02-19,401,238356.4285714,,,nation,jhu-csse
14,us,confirmed_7dav_incidence_num,2021-01-15,2022-02-19,400,230311.0,,,nation,jhu-csse
15,us,confirmed_7dav_incidence_num,2021-01-16,2022-02-13,393,223464.2857143,,,nation,jhu-csse
16,us,confirmed_7dav_incidence_num,2021-01-17,2022-02-19,398,218550.2857143,,,nation,jhu-csse
17,us,confirmed_7dav_incidence_num,2021-01-18,2022-02-19,397,209692.8571429,,,nation,jhu-csse
18,us,confirmed_7dav_incidence_num,2021-01-19,2022-02-13,390,200256.5714286,,,nation,jhu-csse
19,us,confirmed_7dav_incidence_num,2021-01-20,2022-02-13,389,194365.5714286,,,nation,jhu-csse
20,us,confirmed_7dav_incidence_num,2021-01-21,2022-02-13,388,188208.7142857,,,nation,jhu-csse
21,us,confirmed_7dav_incidence_num,2021-01-22,2022-02-13,387,180398.2857143,,,nation,jhu-csse
22,us,confirmed_7dav_incidence_num,2021-01-23,2022-02-19,392,175019.5714286,,,nation,jhu-csse
23,us,confirmed_7dav_incidence_num,2021-01-24,2022-02-19,391,169719.7142857,,,nation,jhu-csse
24,us,confirmed_7dav_incidence_num,2021-01-25,2022-02-19,390,167932.5714286,,,nation,jhu-csse
25,us,confirmed_7dav_incidence_num,2021-01-26,2022-02-19,389,167322.2857143,,,nation,jhu-csse
26,us,confirmed_7dav_incidence_num,2021-01-27,2022-02-19,388,162691.7142857,,,nation,jhu-csse
27,us,confirmed_7dav_incidence_num,2021-01-28,2022-02-19,387,158874.7142857,,,nation,jhu-csse
28,us,confirmed_7dav_incidence_num,2021-01-29,2022-02-19,386,155118.5714286,,,nation,jhu-csse
29,us,confirmed_7dav_incidence_num,2021-01-30,2022-02-19,385,151105.1428571,,,nation,jhu-csse
30,us,confirmed_7dav_incidence_num,2021-01-31,2022-02-19,384,147162.0,,,nation,jhu-csse
31,us,confirmed_7dav_incidence_num,2021-02-01,2022-02-19,383,146559.4285714,,,nation,jhu-csse
32,us,confirmed_7dav_incidence_num,2021-02-02,2022-02-19,382,141954.2857143,,,nation,jhu-csse
33,us,confirmed_7dav_incidence_num,2021-02-03,2022-02-19,381,137199.8571429,,,nation,jhu-csse
34,us,confirmed_7dav_incidence_num,2021-02-04,2022-02-19,380,131588.0,,,nation,jhu-csse
35,us,confirmed_7dav_incidence_num,2021-02-05,2022-02-19,379,126526.5714286,,,nation,jhu-csse
36,us,confirmed_7dav_incidence_num,2021-02-06,2022-02-19,378,121761.1428571,,,nation,jhu-csse
37,us,confirmed_7dav_incidence_num,2021-02-07,2022-02-19,377,118425.2857143,,,nation,jhu-csse
38,us,confirmed_7dav_incidence_num,2021-02-08,2022-02-19,376,112411.1428571,,,nation,jhu-csse
39,us,confirmed_7dav_incidence_num,2021-02-09,2022-02-13,369,109023.7142857,,,nation,jhu-csse
40,us,confirmed_7dav_incidence_num,2021-02-10,2022-02-19,374,105185.2857143,,,nation,jhu-csse
41,us,confirmed_7dav_incidence_num,2021-02-11,2022-02-19,373,102426.8571429,,,nation,jhu-csse
42,us,confirmed_7dav_incidence_num,2021-02-12,2022-02-19,372,98053.8571429,,,nation,jhu-csse
43,us,confirmed_7dav_incidence_num,2021-02-13,2022-02-19,371,94413.0,,,nation,jhu-csse
44,us,confirmed_7dav_incidence_num,2021-02-14,2022-02-19,370,91258.8571429,,,nation,jhu-csse
45,us,confirmed_7dav_incidence_num,2021-02-15,2022-02-19,369,87396.7142857,,,nation,jhu-csse
46,us,confirmed_7dav_incidence_num,2021-02-16,2022-02-19,368,82373.8571429,,,nation,jhu-csse
47,us,confirmed_7dav_incidence_num,2021-02-17,2022-02-13,361,78472.0,,,nation,jhu-csse
48,us,confirmed_7dav_incidence_num,2021-02-18,2022-02-19,366,73640.8571429,,,nation,jhu-csse
49,us,confirmed_7dav_incidence_num,2021-02-19,2022-02-19,365,70015.5714286,,,nation,jhu-csse
50,us,confirmed_7dav_incidence_num,2021-02-20,2022-02-19,364,67572.5714286,,,nation,jhu-csse
51,us,confirmed_7dav_incidence_num,2021-02-21,2022-02-19,363,65735.0,,,nation,jhu-csse
52,us,confirmed_7dav_incidence_num,2021-02-22,2022-02-19,362,65688.0,,,nation,jhu-csse
53,us,confirmed_7dav_incidence_num,2021-02-23,2022-02-19,361,67715.1428571,,,nation,jhu-csse
54,us,confirmed_7dav_incidence_num,2021-02-24,2022-02-19,360,68584.4285714,,,nation,jhu-csse
55,us,confirmed_7dav_incidence_num,2021-02-25,2022-02-19,359,69362.5714286,,,nation,jhu-csse
56,us,confirmed_7dav_incidence_num,2021-02-26,2022-02-19,358,69418.2857143,,,nation,jhu-csse
57,us,confirmed_7dav_incidence_num,2021-02-27,2022-02-19,357,69059.5714286,,,nation,jhu-csse
58,us,confirmed_7dav_incidence_num,2021-02-28,2022-02-19,356,68558.4285714,,,nation,jhu-csse
59,us,confirmed_7dav_incidence_num,2021-03-01,2022-02-05,341,67872.1428571,,,nation,jhu-csse
60,us,confirmed_7dav_incidence_num,2021-03-02,2022-02-13,348,65634.1428571,,,nation,jhu-csse
61,us,confirmed_7dav_incidence_num,2021-03-03,2022-02-19,353,64576.4285714,,,nation,jhu-csse
62,us,confirmed_7dav_incidence_num,2021-03-04,2022-02-19,352,63322.8571429,,,nation,jhu-csse
